Agente,1006,Conexão ,172,Tipo de ligação,Descrição,Ano,Tipo do agente,Tipo de ligação predominante
Casa Fluminense,1,Fundação Avina,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Grupo CASA,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; Parceria no Curso anual de políticas públicas,2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Gomeia (galpão criativo),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Guardiões do mar,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto dos Arquitetos do Brasil (IAB-RJ),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2018] encontro com os candidatos e candidatas a vice-governador para debater a política metropolitana dos programas de governo apresentados; 2017] Articulação de debate sobre o Plano estratégico do Rio,"2017, 2018",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto Baía de Guanabara,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; Projeto Saneamento é basico;  [2017] Articulação de debate sobre o Plano estratégico do Rio,"2917, 2019",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto Arapyaú,,"Parceria em projeto, Financiamento","Fazem parte de uma rede organizada pela Casa Fluminense; Financiamento no começo da Casa, em 2013;","2013, 2017",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,"Parceria em projeto, Financiamento"
Casa Fluminense,1,Instituto Clima e Sociedade (ICS),,Financiamento,"Fazem parte de uma rede organizada pela Casa Fluminense; Financiadora de projeto em combate ao corona virus; [2020] Parceria no ""De olho no transporte""","2017, 2018, 2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Instituto Igarapé,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto Ethos,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Universidade Federal Rural do Rio de Janeiro (UFRRJ),1,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto de políticas de transporte e desenvolvimento (ITDP),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto de Estudos da Religião (ISER),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense;  [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto Rio,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense;  [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,"Instituto de Tecnologia e Sociedade (ITS Rio)
",,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense;  [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Mate com angu (cineclube),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Mobiliza,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Meu Rio,,Parceria em projeto,"Fazem parte de uma rede organizada pela Casa Fluminense; Parceria no Transporte Bom e Barato é Possível
",2019,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Nossa BH,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Observatório das Metrópoles,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Observatório de favelas,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Observatório social de Niterói,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Onda verde,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Open Society Foundations (OSF),,Financiamento,Fazem parte de uma rede organizada pela Casa Fluminense; Financiador segundo relatório de atividades,"2013, 2015, 2017, 2018, 2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Open knowledge Brasil,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Periferia ODS,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Programa cidades sustentáveis,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Rede funk social,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Rede social brasileira por cidades justas e sustentáveis,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Redes da maré,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Rio como vamos,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Apadrinhe um sorriso,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Rio real,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Sarau do escritório,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Sério cidadão,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Site da baixada,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Spectaculu,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Terreiro de ideias,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,TETO,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense; [2017] Articulação de debate sobre o Plano estratégico do Rio,2017,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Transporte ático,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Virtú (práxis expressão coletiva),,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,VivaRio,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Voto legal,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,VozeRio,,Parceria em projeto,Fazem parte de uma rede organizada pela Casa Fluminense,Não especificado,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Rio Contra Corona,,Parceria em projeto,"mobilizar o governo, em presas e a sociedade civil para conseguir doações para as favelas e bairros da periferia do 
Rio de Janeiro.",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto Unibanco,,Financiamento,Financiadora de projeto em combate ao corona virus,2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Celeo Redes Brasil,,Financiamento,Financiadora de projeto em combate ao corona virus,2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Fundação Cidadania Inteligente,,Financiamento; Parceria em projeto,Série de encontros para discutir candidaturas à Prefeitura do Rio com a sociedade civil; e no projeto Lab Liderança; Financiador segundo relatório de atividades; [2018] movimento Rio Por Inteiro;  [2017] Articulação de debate sobre o Plano estratégico do Rio,"2017, 2018, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Projeto Colabora,,Parceria em projeto, Série de reportagens sobre saneamento e outras questões de infraestrutura da cidade do Rio de Janeiro,2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Portal Data.Rio,,Coleta de dados,De olho no Transporte:  acompanhamento cidadão dos dados gerados pelo GPS dos ônibus do Rio de Janeiro,2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Coleta de dados
Casa Fluminense,1,Instituto de políticas de transporte e desenvolvimento (ITDP),,Parceria em projeto,"Parceria no ""De olho no transporte""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Instituto Brasileiro de Defesa do Consumidor (IDEC),,Parceria em projeto,"Parceria no ""De olho no transporte""",2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Parceria em projeto
Casa Fluminense,1,Agência Purpose,,Financiamento,Financiador segundo relatório de atividades,2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Fundação Ford,,Financiamento,Financiador segundo relatório de atividades; [2018] Boletins Agenda Rio 2030,"2018, 2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Fundo Brasileiro de Direitos Humanos,,Financiamento,Financiador segundo relatório de atividades,"2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Fundação Global Fund for Community,,Financiamento,Financiador segundo relatório de atividades,2020,Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
Casa Fluminense,1,Instituto Ibirapitanga,,Financiamento,Financiador segundo relatório de atividades,"2019, 2020",Organização da Sociedade Civil (OSC) / Associação/ Coletivo,Financiamento
